"","V1","V1","precinct","date","description","latitude","longitude"
"8208",924627,3265862,75,2012-04-20,"OFFENSES AGAINST THE PERSON",40.67232,-73.89303
"8209",618297,6558474,113,2019-02-10,"HARRASSMENT 2",40.67325,-73.76394
"8210",714155,1185064,14,2008-03-25,"GRAND LARCENY",40.75604,-73.98695
"8211",244431,348707,40,2006-08-30,"OFF. AGNST PUB ORD SENSBLTY &",40.80860193,-73.918619095
"8212",171731,5330278,24,2016-07-06,"PETIT LARCENY",40.79452,-73.96632
"8213",704463,5816253,18,2017-07-18,"OFFENSES AGAINST PUBLIC ADMINI",40.76768,-73.99599
"8214",708296,6311053,49,2018-08-03,"VEHICLE AND TRAFFIC LAWS",40.85208,-73.86861
"8215",25658,5873010,34,2017-08-29,"OFFENSES AGAINST PUBLIC ADMINI",40.84773,-73.93308
"8216",639533,580903,78,2007-02-06,"HARRASSMENT 2",40.66975651,-73.987478308
"8217",820985,5392368,13,2016-08-20,"HARRASSMENT 2",40.74072,-73.97885
"8218",463748,7292196,108,2020-10-22,"PETIT LARCENY",40.74144,-73.9034
"8219",719803,7156042,112,2020-06-29,"PETIT LARCENY",40.72998,-73.84926
"8220",238680,177296,62,2006-05-07,"GRAND LARCENY OF MOTOR VEHICLE",40.597473127,-74.003912034
"8221",412179,1713123,103,2009-03-30,"FELONY ASSAULT",40.69032,-73.80177
"8222",184953,6590401,46,2019-03-11,"OTHER OFFENSES RELATED TO THEF",40.84627,-73.90472
"8223",253683,3133096,47,2012-01-14,"DANGEROUS WEAPONS",40.87597,-73.8358
"8224",430933,3619764,104,2013-01-01,"CRIMINAL MISCHIEF & RELATED OF",40.71717,-73.91075
"8225",287259,6654832,114,2019-05-03,"ROBBERY",40.75474,-73.92353
"8226",895091,6240067,42,2018-06-12,"HARRASSMENT 2",40.83268,-73.89503
"8227",466116,2947398,113,2011-08-31,"CRIMINAL TRESPASS",40.6797,-73.77605
"8228",786812,825080,101,2007-07-24,"SEX CRIMES",40.602951591,-73.749976261
"8229",585985,6647132,100,2019-04-27,"ROBBERY",40.59214,-73.78895
"8230",123447,3254610,70,2012-04-13,"GRAND LARCENY",40.62039,-73.94952
"8231",763248,1926227,114,2009-08-25,"CRIMINAL MISCHIEF & RELATED OF",40.76565,-73.93129
"8232",905406,3236412,108,2012-03-30,"HARRASSMENT 2",40.74541,-73.94328
"8233",643676,1475623,50,2008-10-07,"CRIMINAL MISCHIEF & RELATED OF",40.91272,-73.90253
"8234",262105,4512973,122,2014-10-17,"GRAND LARCENY OF MOTOR VEHICLE",40.54169,-74.14646
"8235",737587,3935820,9,2013-08-24,"MISCELLANEOUS PENAL LAW",40.72445,-73.99123
"8236",842378,7254664,73,2020-09-21,"ASSAULT 3 & RELATED OFFENSES",40.66675,-73.92074
"8237",589573,6707289,107,2019-06-12,"MISCELLANEOUS PENAL LAW",40.70938,-73.80005
"8238",300980,6446421,75,2018-11-13,"CRIMINAL MISCHIEF & RELATED OF",40.68271,-73.87189
"8239",592879,2859790,47,2011-06-30,"DANGEROUS DRUGS",40.88745,-73.84761
"8240",861216,1976094,70,2009-09-28,"ASSAULT 3 & RELATED OFFENSES",40.64771,-73.96275
"8241",504242,4471326,115,2014-09-17,"BURGLARY",40.7552,-73.8591
"8242",165040,2119885,69,2010-01-11,"DANGEROUS DRUGS",40.64233,-73.90055
"8243",112233,6997745,6,2020-01-29,"HARRASSMENT 2",40.73822,-73.99994
"8244",343480,3617991,81,2012-12-31,"ASSAULT 3 & RELATED OFFENSES",40.68773,-73.93749
"8245",964169,3889230,75,2013-07-22,"CRIMINAL MISCHIEF & RELATED OF",40.66903,-73.89756
"8246",399032,4042289,49,2013-11-06,"GRAND LARCENY",40.8459,-73.84477
"8247",410495,3045694,24,2011-11-10,"ROBBERY",40.7958,-73.96167
"8248",767269,5609538,122,2017-02-05,"VEHICLE AND TRAFFIC LAWS",40.57519,-74.12779
"8249",584541,5855213,72,2017-08-15,"HARRASSMENT 2",40.64051,-74.01866
"8250",411533,2039100,81,2009-11-11,"DANGEROUS DRUGS",40.6887,-73.92251
"8251",226497,3900475,1,2013-07-30,"OFF. AGNST PUB ORD SENSBLTY &",40.70943,-74.01111
"8252",794671,4273240,45,2014-05-03,"THEFT-FRAUD",40.84617,-73.83523
"8253",482641,6637783,70,2019-04-19,"FELONY ASSAULT",40.64696,-73.96309
"8254",372544,7272654,78,2020-10-06,"PETIT LARCENY",40.66573,-73.9809
"8255",315915,3624130,7,2013-01-04,"OFF. AGNST PUB ORD SENSBLTY &",40.7114,-73.9826
"8256",293280,1425298,60,2008-09-03,"GRAND LARCENY",40.58539,-73.98412
"8257",389463,6703535,47,2019-06-09,"INTOXICATED & IMPAIRED DRIVING",40.88127,-73.83874
"8258",507101,6630217,13,2019-04-12,"PETIT LARCENY",40.74567,-73.98962
"8259",916012,5969533,28,2017-11-08,"GRAND LARCENY",40.8074,-73.94959
"8260",559725,1350203,43,2008-07-16,"ASSAULT 3 & RELATED OFFENSES",40.82566,-73.88135
"8261",567501,5787665,78,2017-06-27,"CRIMINAL MISCHIEF & RELATED OF",40.66648,-73.98856
"8262",735837,560339,111,2007-01-21,"CRIMINAL MISCHIEF & RELATED OF",40.773028611,-73.741004872
"8263",929698,1591083,70,2008-12-29,"GRAND LARCENY",40.63441,-73.96943
"8264",437345,4825327,68,2015-06-23,"HARRASSMENT 2",40.61821,-74.03172
"8265",707150,3782800,81,2013-05-07,"OFF. AGNST PUB ORD SENSBLTY &",40.68474,-73.93092
"8266",795802,1568907,10,2008-12-12,"ROBBERY",40.74286,-74.00212
"8267",617315,1021718,63,2007-11-30,"PETIT LARCENY",40.61072,-73.92099
"8268",887417,3872280,50,2013-07-10,"PETIT LARCENY",40.8894,-73.89839
"8269",684514,7247735,83,2020-09-15,"GRAND LARCENY OF MOTOR VEHICLE",40.69291,-73.91404
"8270",207811,1270717,75,2008-05-23,"HARRASSMENT 2",40.67982,-73.89167
"8271",992385,2648050,30,2011-01-27,"ASSAULT 3 & RELATED OFFENSES",40.82494,-73.95282
"8272",933101,3084451,20,2011-12-09,"GRAND LARCENY",40.78732,-73.97723
"8273",886077,6214624,17,2018-05-24,"GRAND LARCENY",40.75552,-73.97099
"8274",63331,65705,1,2006-02-17,"CRIMINAL MISCHIEF & RELATED OF",40.709487284,-74.010266871
"8275",897425,4532997,63,2014-10-31,"ROBBERY",40.60807,-73.9383
"8276",420370,359234,1,2006-09-06,"GRAND LARCENY",40.717974315,-74.007295661
"8277",883370,3474328,6,2012-09-11,"CRIMINAL MISCHIEF & RELATED OF",40.73669,-73.99523
"8278",33656,12803,63,2006-01-09,"PETIT LARCENY",40.610717129,-73.920985283
"8279",216630,545612,75,2007-01-11,"FELONY ASSAULT",40.673894635,-73.877880637
"8280",6224,1391894,24,2008-08-12,"PETIT LARCENY",40.78846,-73.96888
"8281",721402,1759035,30,2009-05-02,"ROBBERY",40.82065,-73.95636
"8282",586929,1062856,81,2007-12-30,"MISCELLANEOUS PENAL LAW",40.69074,-73.92762
"8283",188984,4497950,24,2014-10-06,"CRIMINAL TRESPASS",40.79762,-73.96407
"8284",36152,2801671,113,2011-05-21,"VEHICLE AND TRAFFIC LAWS",40.6797,-73.77605
"8285",446750,2368723,77,2010-07-09,"SEX CRIMES",40.67458,-73.93022
"8286",498515,3417220,6,2012-08-03,"FRAUDS",40.73047,-73.99366
"8287",186337,2197218,1,2010-03-11,"PETIT LARCENY",40.70902,-74.00539
"8288",287946,3933336,52,2013-08-22,"ADMINISTRATIVE CODE",40.87832,-73.87015
"8289",565670,1557545,28,2008-12-03,"DANGEROUS DRUGS",40.80875,-73.95259
"8290",15239,1745482,14,2009-04-23,"GRAND LARCENY OF MOTOR VEHICLE",40.74483,-73.98188
"8291",691846,2335910,45,2010-06-16,"HARRASSMENT 2",40.86168,-73.823
"8292",807543,5939480,101,2017-10-17,"PETIT LARCENY",40.60516,-73.75485
"8293",710829,5785738,49,2017-06-26,"GRAND LARCENY",40.87117,-73.84759
"8294",921549,7016247,52,2020-02-13,"PETIT LARCENY",40.87367,-73.90801
"8295",770167,3913977,121,2013-08-08,"ROBBERY",40.61057,-74.17704
"8296",612844,4127374,102,2014-01-10,"PETIT LARCENY",40.69004,-73.84191
"8297",949384,1426060,25,2008-09-03,"POSSESSION OF STOLEN PROPERTY",40.78858,-73.92729
"8298",568512,2525522,75,2010-10-24,"ASSAULT 3 & RELATED OFFENSES",40.68187,-73.8785
"8299",380442,921107,120,2007-09-24,"HARRASSMENT 2",40.642552048,-74.092614703
"8300",710247,5532365,75,2016-12-04,"SEX CRIMES",40.67111,-73.88143
"8301",486508,1377038,72,2008-08-02,"PETIT LARCENY",40.64111,-74.02189
"8302",874076,3119207,115,2012-01-04,"OFF. AGNST PUB ORD SENSBLTY &",40.7595,-73.87566
"8303",985508,3759682,79,2013-04-20,"DANGEROUS WEAPONS",40.68322,-73.95388
"8304",79795,3512277,73,2012-10-08,"ASSAULT 3 & RELATED OFFENSES",40.65655,-73.91129
"8305",73444,6239230,6,2018-06-12,"FORGERY",40.73226,-73.99635
"8306",654043,5855296,103,2017-08-16,"HARRASSMENT 2",40.69566,-73.7983
"8307",532875,2028870,115,2009-11-04,"ASSAULT 3 & RELATED OFFENSES",40.75211,-73.87243
"8308",621254,1412608,44,2008-08-25,"DANGEROUS DRUGS",40.83928,-73.92256
"8309",486620,2492793,10,2010-10-01,"GRAND LARCENY",40.74227,-74.00255
"8310",643744,826721,30,2007-07-25,"DANGEROUS DRUGS",40.828984136,-73.946667019
"8311",900050,2822228,44,2011-06-04,"HARRASSMENT 2",40.83185,-73.92136
"8312",31081,2809943,110,2011-05-27,"PETIT LARCENY",40.75405,-73.84758
"8313",266509,3500365,75,2012-09-30,"DANGEROUS WEAPONS",40.67149,-73.89867
"8314",78427,3599045,47,2012-12-15,"FRAUDS",40.8863,-73.84791
"8315",297891,902052,47,2007-09-12,"DANGEROUS DRUGS",40.903793691,-73.85009896
"8316",1676,890965,70,2007-09-05,"ASSAULT 3 & RELATED OFFENSES",40.508302962,-74.25455981
"8317",864387,2091315,50,2009-12-20,"DANGEROUS DRUGS",40.87972,-73.90133
"8318",449664,1591038,107,2008-12-29,"HARRASSMENT 2",40.73675,-73.7824
"8319",144295,5004825,46,2015-10-29,"PETIT LARCENY",40.85837,-73.8994
"8320",10448,84892,43,2006-03-03,"CRIMINAL MISCHIEF & RELATED OF",40.835347249,-73.866435746
"8321",28297,4615768,68,2015-01-08,"OFF. AGNST PUB ORD SENSBLTY &",40.63867,-74.02246
"8322",220497,3934140,9,2013-08-23,"GRAND LARCENY",40.72378,-73.98368
"8323",345623,5371985,42,2016-08-05,"ASSAULT 3 & RELATED OFFENSES",40.83798,-73.88526
"8324",807389,1963342,47,2009-09-19,"ASSAULT 3 & RELATED OFFENSES",40.87217,-73.85752
"8325",916315,3839365,106,2013-06-17,"ASSAULT 3 & RELATED OFFENSES",40.67752,-73.81085
"8326",391138,6815372,34,2019-09-01,"UNAUTHORIZED USE OF A VEHICLE",40.87253,-73.91227
"8327",370086,582689,32,2007-02-07,"ASSAULT 3 & RELATED OFFENSES",40.813592964,-73.94934907
"8328",729190,3476993,61,2012-09-13,"CRIMINAL MISCHIEF & RELATED OF",40.60714,-73.93973
"8329",438943,5695976,46,2017-04-18,"DANGEROUS DRUGS",40.8587,-73.90487
"8330",507719,7304851,114,2020-11-02,"PETIT LARCENY",40.76185,-73.94205
"8331",814873,5157703,67,2016-02-28,"HARRASSMENT 2",40.65084,-73.94908
"8332",96332,190148,18,2006-05-16,"GRAND LARCENY",40.757346324,-73.980181368
"8333",611926,5106144,122,2016-01-16,"CRIMINAL MISCHIEF & RELATED OF",40.53438,-74.15206
"8334",784774,5969565,7,2017-11-08,"GRAND LARCENY",40.71426,-73.98794
"8335",744326,5772186,25,2017-06-15,"GRAND LARCENY",40.80088,-73.94095
"8336",964590,6898341,84,2019-11-05,"PETIT LARCENY",40.69087,-73.98585
"8337",422628,5584875,67,2017-01-16,"ROBBERY",40.64441,-73.94938
"8338",575135,2558738,75,2010-11-16,"ASSAULT 3 & RELATED OFFENSES",40.66707,-73.89464
"8339",944905,5706820,79,2017-04-27,"HARRASSMENT 2",40.69608,-73.9527
"8340",950389,3950201,67,2013-09-03,"ROBBERY",40.66461,-73.92249
"8341",950252,478488,83,2006-11-25,"DANGEROUS DRUGS",40.701411292,-73.91857322
"8342",588473,5659517,103,2017-03-20,"HARRASSMENT 2",40.69159,-73.79531
"8343",765402,4954148,90,2015-09-21,"OFF. AGNST PUB ORD SENSBLTY &",40.703,-73.94317
"8344",130013,7325821,46,2020-11-21,"MISCELLANEOUS PENAL LAW",40.84656,-73.92371
"8345",593453,1628031,40,2009-01-26,"ROBBERY",40.8184,-73.92052
"8346",716961,2128555,23,2010-01-17,"ROBBERY",40.79265,-73.95127
"8347",169310,225673,67,2006-06-10,"GRAND LARCENY OF MOTOR VEHICLE",40.654507603,-73.944651308
"8348",119871,3832078,41,2013-06-12,"MISCELLANEOUS PENAL LAW",40.79115,-73.88437
"8349",403145,3640531,83,2013-01-16,"NYS LAWS-UNCLASSIFIED FELONY",40.7012,-73.91409
"8350",944431,3656806,20,2013-01-30,"GRAND LARCENY",40.78663,-73.97952
"8351",205832,2399966,120,2010-07-30,"CRIMINAL MISCHIEF & RELATED OF",40.63217,-74.1419
"8352",292187,5499265,25,2016-11-08,"HARRASSMENT 2",40.80469,-73.93816
"8353",164542,2836826,101,2011-06-14,"BURGLARY",40.58992,-73.78869
"8354",554915,2358619,1,2010-07-01,"PETIT LARCENY",40.71009,-74.01061
"8355",392769,3034324,43,2011-11-02,"DANGEROUS DRUGS",40.83025,-73.8767
"8356",676568,6257646,107,2018-06-25,"ASSAULT 3 & RELATED OFFENSES",40.72499,-73.79423
"8357",640937,3074100,46,2011-12-01,"OFF. AGNST PUB ORD SENSBLTY &",40.84598,-73.90746
"8358",132046,6515856,69,2019-01-03,"DANGEROUS WEAPONS",40.63438,-73.88398
"8359",493661,2002812,78,2009-10-17,"GRAND LARCENY",40.66848,-73.97696
"8360",194061,912600,32,2007-09-19,"INTOXICATED & IMPAIRED DRIVING",40.826099407,-73.935829468
"8361",251700,1000848,123,2007-11-15,"GRAND LARCENY",40.51856,-74.18695
"8362",991112,4399302,88,2014-07-30,"GRAND LARCENY",40.6898,-73.97752
"8363",973753,4252910,113,2014-04-18,"PETIT LARCENY",40.6797,-73.77605
"8364",598373,5510252,23,2016-11-17,"OFF. AGNST PUB ORD SENSBLTY &",40.7898,-73.95229
"8365",758982,7325292,71,2020-11-20,"GRAND LARCENY",40.66913,-73.94083
"8366",84447,4792089,67,2015-05-30,"DANGEROUS DRUGS",40.64062,-73.93501
"8367",485323,6643306,32,2019-04-23,"HARRASSMENT 2",40.82061,-73.94355
"8368",231806,3336537,44,2012-06-08,"PETIT LARCENY",40.83732,-73.91983
"8369",118091,5983538,77,2017-11-20,"ROBBERY",40.66742,-73.92371
"8370",612052,998449,20,2007-11-13,"GRAND LARCENY OF MOTOR VEHICLE",40.77429,-73.98712
"8371",541344,6253810,115,2018-06-22,"GRAND LARCENY",40.7564,-73.87747
"8372",748311,5636344,121,2017-02-28,"HARRASSMENT 2",40.61705,-74.14657
"8373",94505,334246,24,2006-08-20,"ASSAULT 3 & RELATED OFFENSES",40.797056157,-73.964476664
"8374",859482,4923373,44,2015-08-30,"PETIT LARCENY",40.82156,-73.92925
"8375",130571,1601942,73,2009-01-06,"DANGEROUS DRUGS",40.66257,-73.91963
"8376",163778,1952090,50,2009-09-12,"ASSAULT 3 & RELATED OFFENSES",40.87112,-73.89852
"8377",116111,6979521,113,2020-01-14,"ASSAULT 3 & RELATED OFFENSES",40.6872,-73.79458
"8378",405551,6725925,67,2019-06-26,"HARRASSMENT 2",40.63985,-73.95081
"8379",944401,5903614,88,2017-09-21,"DANGEROUS DRUGS",40.6961,-73.96264
"8380",169141,6597537,7,2019-03-16,"ASSAULT 3 & RELATED OFFENSES",40.72042,-73.98725
"8381",843389,6804917,14,2019-08-24,"HARRASSMENT 2",40.75886,-73.98862
"8382",83004,2413709,45,2010-08-08,"CRIMINAL MISCHIEF & RELATED OF",40.84279,-73.83384
"8383",42594,1670139,66,2009-02-27,"GRAND LARCENY",40.63192,-73.98998
"8384",972652,3428895,42,2012-08-11,"DANGEROUS DRUGS",40.82662,-73.90314
"8385",834699,2967354,73,2011-09-14,"PETIT LARCENY",40.66921,-73.91793
"8386",983079,1383834,66,2008-08-06,"OFF. AGNST PUB ORD SENSBLTY &",40.61377,-73.96411
"8387",633404,6410168,115,2018-10-16,"CRIMINAL MISCHIEF & RELATED OF",40.75585,-73.86064
"8388",348688,2689091,66,2011-02-28,"GRAND LARCENY",40.64286,-73.993
"8389",207619,6912721,33,2019-11-17,"PETIT LARCENY",40.84854,-73.93753
"8390",30278,5738046,47,2017-05-21,"CRIMINAL MISCHIEF & RELATED OF",40.89267,-73.85508
"8391",187446,4734377,113,2015-04-18,"THEFT-FRAUD",40.66839,-73.76172
"8392",28914,2438177,40,2010-08-26,"ASSAULT 3 & RELATED OFFENSES",40.8104,-73.92531
"8393",917733,6551710,104,2019-02-04,"HARRASSMENT 2",40.72339,-73.89112
"8394",560370,2959755,22,2011-09-09,"PETIT LARCENY",40.76881,-73.97099
"8395",33360,4648587,61,2015-02-06,"POSSESSION OF STOLEN PROPERTY",40.60663,-73.96417
"8396",352602,4359476,76,2014-07-02,"GRAND LARCENY",40.67444,-73.99792
"8397",996631,5800504,114,2017-07-06,"FELONY ASSAULT",40.76956,-73.91536
"8398",140457,2782048,40,2011-05-07,"ARSON",40.80919,-73.92519
"8399",442975,401574,109,2006-10-04,"GRAND LARCENY OF MOTOR VEHICLE",40.771598001,-73.836493117
"8400",437691,3357479,46,2012-06-23,"CRIMINAL MISCHIEF & RELATED OF",40.85108,-73.90285
"8401",45684,3245387,67,2012-04-05,"ROBBERY",40.65516,-73.95463
"8402",758240,4718042,6,2015-04-05,"GRAND LARCENY",40.73499,-74.00484
"8403",688576,3614855,111,2012-12-28,"CRIMINAL MISCHIEF & RELATED OF",40.74489,-73.75764
"8404",497931,7012918,40,2020-02-10,"ROBBERY",40.81634,-73.91867
"8405",272222,1794701,78,2009-05-27,"OFF. AGNST PUB ORD SENSBLTY &",40.66976,-73.98748
"8406",698336,7049101,83,2020-03-11,"CRIMINAL MISCHIEF & RELATED OF",40.69587,-73.92401
"8407",556509,4929950,67,2015-09-04,"PETIT LARCENY",40.64887,-73.95082
"8408",955905,3975616,109,2013-09-20,"HARRASSMENT 2",40.7581,-73.82881
"8409",170695,3885986,13,2013-07-20,"POSSESSION OF STOLEN PROPERTY",40.73708,-73.98296
"8410",29631,3211340,67,2012-03-12,"ASSAULT 3 & RELATED OFFENSES",40.66306,-73.92364
"8411",262010,7306902,75,2020-11-04,"PETIT LARCENY",40.66285,-73.88303
"8412",790103,1915500,113,2009-08-18,"UNAUTHORIZED USE OF A VEHICLE",40.68732,-73.75096
"8413",63847,2816078,115,2011-05-31,"ASSAULT 3 & RELATED OFFENSES",40.7516,-73.88654
"8414",909910,4643841,104,2015-02-02,"MISCELLANEOUS PENAL LAW",40.72729,-73.88394
"8415",938155,6899332,1,2019-11-05,"HARRASSMENT 2",40.70869,-74.01512
"8416",737255,2536723,77,2010-10-31,"ASSAULT 3 & RELATED OFFENSES",40.67295,-73.94131
"8417",506786,1679555,20,2009-03-06,"GRAND LARCENY",40.77504,-73.98207
"8418",364799,5756477,110,2017-06-03,"PETIT LARCENY",40.73393,-73.87158
"8419",301802,6940485,34,2019-12-10,"BURGLARY",40.85146,-73.93035
"8420",804364,2409967,14,2010-08-06,"GRAND LARCENY",40.75627,-73.9905
"8421",959295,3945444,106,2013-08-30,"ASSAULT 3 & RELATED OFFENSES",40.67216,-73.84317
"8422",653514,224323,70,2006-06-09,"PETIT LARCENY",40.647020039,-73.958124133
"8423",49875,2079601,34,2009-12-11,"DANGEROUS WEAPONS",40.86156,-73.92472
"8424",45154,4931240,108,2015-09-04,"GRAND LARCENY OF MOTOR VEHICLE",40.74177,-73.90618
"8425",861447,671279,90,2007-04-13,"PETIT LARCENY",40.709360839,-73.96241693
"8426",171374,4460138,115,2014-09-09,"PETIT LARCENY",40.76925,-73.87628
"8427",640730,2518208,71,2010-10-19,"HARRASSMENT 2",40.66727,-73.95214
"8428",365148,7059910,69,2020-03-21,"GRAND LARCENY",40.63942,-73.90505
"8429",593368,1785447,70,2009-05-21,"OFF. AGNST PUB ORD SENSBLTY &",40.65285,-73.96598
"8430",464226,5031497,110,2015-11-18,"DANGEROUS WEAPONS",40.74268,-73.86333
"8431",910827,5421509,107,2016-09-10,"PETIT LARCENY",40.71383,-73.79364
"8432",788826,4094645,105,2013-12-15,"CRIMINAL MISCHIEF & RELATED OF",40.72828,-73.71775
"8433",573149,1239692,115,2008-05-02,"BURGLARY",40.76881,-73.86822
"8434",413908,4774842,43,2015-05-17,"PETIT LARCENY",40.83151,-73.8634
"8435",268340,2135094,90,2010-01-22,"CRIMINAL MISCHIEF & RELATED OF",40.70602,-73.93548
"8436",389383,530264,34,2007-01-01,"ASSAULT 3 & RELATED OFFENSES",40.865457504,-73.920939317
"8437",587173,800404,110,2007-07-07,"PETIT LARCENY",40.734133054,-73.87190314
"8438",739648,4725546,75,2015-04-11,"HARRASSMENT 2",40.66654,-73.87933
"8439",844769,3793585,43,2013-05-15,"PETIT LARCENY",40.8258,-73.86346
"8440",769700,599502,120,2007-02-20,"ASSAULT 3 & RELATED OFFENSES",40.636818967,-74.118653127
"8441",339254,2397836,83,2010-07-29,"PETIT LARCENY",40.69602,-73.93172
"8442",130110,3941415,73,2013-08-28,"OFF. AGNST PUB ORD SENSBLTY &",40.66774,-73.91511
"8443",79454,3199938,105,2012-03-04,"FELONY ASSAULT",40.65424,-73.74585
"8444",393176,1804357,73,2009-06-03,"ASSAULT 3 & RELATED OFFENSES",40.65715,-73.90364
"8445",700522,1181986,108,2008-03-23,"HARRASSMENT 2",40.74542,-73.9154
"8446",826506,231522,81,2006-06-14,"HARRASSMENT 2",40.695958362,-73.937631622
"8447",61498,3537949,103,2012-10-26,"ASSAULT 3 & RELATED OFFENSES",40.70705,-73.79261
"8448",702197,5069400,14,2015-12-17,"GRAND LARCENY",40.74559,-73.98559
"8449",145732,1546124,43,2008-11-25,"DANGEROUS DRUGS",40.83405,-73.87815
"8450",23878,1779256,73,2009-05-16,"GRAND LARCENY OF MOTOR VEHICLE",40.67003,-73.90404
"8451",262380,558241,75,2007-01-20,"PETIT LARCENY",40.671905336,-73.861503444
"8452",103854,5978406,105,2017-11-15,"PETIT LARCENY",40.66312,-73.73724
"8453",245254,1645271,110,2009-02-09,"ASSAULT 3 & RELATED OFFENSES",40.74834,-73.86324
"8454",142537,3976485,113,2013-09-21,"OFF. AGNST PUB ORD SENSBLTY &",40.6996,-73.76206
"8455",36982,5989044,114,2017-11-24,"DANGEROUS DRUGS",40.7639,-73.915
"8456",442396,1533265,44,2008-11-16,"CRIMINAL MISCHIEF & RELATED OF",40.84072,-73.90971
"8457",246685,5763909,84,2017-06-09,"ASSAULT 3 & RELATED OFFENSES",40.69268,-73.99091
"8458",864984,3396585,83,2012-07-20,"ASSAULT 3 & RELATED OFFENSES",40.69792,-73.92694
"8459",724406,6227428,100,2018-06-02,"BURGLARY",40.57454,-73.85162
"8460",222559,5243319,79,2016-05-04,"HARRASSMENT 2",40.6874,-73.94037
"8461",412590,750496,111,2007-06-05,"PETIT LARCENY",40.760427165,-73.730119965
"8462",659794,4070723,46,2013-11-27,"PETIT LARCENY",40.84709,-73.90847
"8463",687317,5267747,122,2016-05-22,"PETIT LARCENY",40.54064,-74.15468
"8464",887608,1910129,72,2009-08-14,"PETIT LARCENY",40.66105,-73.99743
"8465",987002,3299820,81,2012-05-14,"HARRASSMENT 2",40.68232,-73.92261
"8466",438263,6351409,52,2018-09-02,"PETIT LARCENY",40.87007,-73.90611
"8467",120031,6540538,47,2019-01-25,"HARRASSMENT 2",40.87849,-73.85455
"8468",176121,2432212,46,2010-08-21,"HARRASSMENT 2",40.85153,-73.90031
"8469",721863,5225965,7,2016-04-21,"CRIMINAL MISCHIEF & RELATED OF",40.71406,-73.9902
"8470",743320,4456014,14,2014-09-06,"OFFENSES AGAINST PUBLIC ADMINI",40.75627,-73.9905
"8471",822485,6826977,50,2019-09-11,"HARRASSMENT 2",40.87726,-73.9189
"8472",751745,456830,46,2006-11-10,"CRIMINAL MISCHIEF & RELATED OF",40.846205236,-73.919606804
"8473",747117,7054003,24,2020-03-15,"PETIT LARCENY",40.79884,-73.96887
"8474",637170,2334766,103,2010-06-15,"OFF. AGNST PUB ORD SENSBLTY &",40.71237,-73.76574
"8475",778769,7271856,63,2020-10-05,"PETIT LARCENY",40.62935,-73.92799
"8476",694094,907122,42,2007-09-15,"DANGEROUS DRUGS",40.837001024,-73.903706009
"8477",667727,5566787,47,2017-01-01,"MISCELLANEOUS PENAL LAW",40.8898,-73.83867
"8478",981083,1386760,114,2008-08-08,"GRAND LARCENY OF MOTOR VEHICLE",40.76336,-73.92993
"8479",963375,6390149,90,2018-10-01,"HARRASSMENT 2",40.70271,-73.94244
"8480",942185,1132196,32,2008-02-16,"OFF. AGNST PUB ORD SENSBLTY &",40.8191,-73.94285
"8481",149498,1523550,122,2008-11-09,"PETIT LARCENY",40.5748,-74.11309
"8482",280709,4694565,24,2015-03-17,"HARRASSMENT 2",40.80164,-73.96645
"8483",742374,2926084,32,2011-08-15,"ASSAULT 3 & RELATED OFFENSES",40.82306,-73.94242
"8484",255856,5989213,88,2017-11-24,"PETIT LARCENY",40.69603,-73.96791
"8485",994144,6138945,24,2018-03-27,"MISCELLANEOUS PENAL LAW",40.79762,-73.96407
"8486",196315,2209141,75,2010-03-20,"FELONY ASSAULT",40.66302,-73.89508
"8487",695973,1860531,104,2009-07-12,"BURGLARY",40.70809,-73.89779
"8488",47651,2982339,104,2011-09-25,"GRAND LARCENY",40.70577,-73.89657
"8489",852403,3776737,7,2013-05-03,"GRAND LARCENY",40.71883,-73.98944
"8490",78212,711613,106,2007-05-10,"FELONY ASSAULT",40.684078735,-73.820067873
"8491",317871,4246631,109,2014-04-13,"ASSAULT 3 & RELATED OFFENSES",40.75414,-73.8231
"8492",665410,5799998,6,2017-07-06,"CRIMINAL MISCHIEF & RELATED OF",40.73785,-74.00387
"8493",999347,4308085,60,2014-05-28,"DANGEROUS DRUGS",40.57483,-73.99093
"8494",956973,5177392,42,2016-03-14,"CRIMINAL MISCHIEF & RELATED OF",40.82309,-73.90299
"8495",719445,17801,44,2006-01-12,"ASSAULT 3 & RELATED OFFENSES",40.833845877,-73.915859867
"8496",613849,5189039,75,2016-03-23,"ASSAULT 3 & RELATED OFFENSES",40.66401,-73.8839
"8497",421111,6420219,50,2018-10-24,"GRAND LARCENY",40.87473,-73.90137
"8498",886296,4109445,121,2013-12-27,"HARRASSMENT 2",40.60626,-74.16514
"8499",290921,248797,102,2006-06-25,"ASSAULT 3 & RELATED OFFENSES",40.69061192,-73.85556165
"8500",159040,4888194,24,2015-08-06,"OFFENSES AGAINST PUBLIC ADMINI",40.7956,-73.97296
"8501",979513,5452258,104,2016-10-04,"CRIMINAL MISCHIEF & RELATED OF",40.71543,-73.89747
"8502",811901,5708672,81,2017-04-29,"SEX CRIMES",40.68962,-73.92439
"8503",233141,5717162,115,2017-05-05,"ASSAULT 3 & RELATED OFFENSES",40.7486,-73.88505
"8504",477866,4105397,69,2013-12-23,"HARRASSMENT 2",40.63349,-73.88923
"8505",445957,3435436,75,2012-08-15,"CRIMINAL MISCHIEF & RELATED OF",40.67976,-73.88747
